id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
b8a-8u_A51v2IzyjLVsx6w,del-friscos-double-eagle-steakhouse-new-york,Del Frisco's Double Eagle Steakhouse,https://s3-media3.fl.yelpcdn.com/bphoto/FyQ0V-QtndWStk5B8qwjXw/o.jpg,False,https://www.yelp.com/biz/del-friscos-double-eagle-steakhouse-new-york?adjust_creative=iryTngAOjQL0oqYR7y1Gqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iryTngAOjQL0oqYR7y1Gqw,3456,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 40.759412, 'longitude': -73.982221}","['pickup', 'delivery']",$$$$,"{'address1': '1221 Ave Of The Americas', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10020', 'country': 'US', 'state': 'NY', 'display_address': ['1221 Ave Of The Americas', 'New York, NY 10020']}",+12125755129,(212) 575-5129,6075.034318538869
1DfbZ0VsSCg9g1KILmnvzQ,per-se-new-york,Per Se,https://s3-media3.fl.yelpcdn.com/bphoto/531LmZ0PjJD523UNhldWjw/o.jpg,False,https://www.yelp.com/biz/per-se-new-york?adjust_creative=iryTngAOjQL0oqYR7y1Gqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iryTngAOjQL0oqYR7y1Gqw,1882,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 40.7681528889558, 'longitude': -73.9827629623657}",[],$$$$,"{'address1': '10 Columbus Cir', 'address2': 'Fl 4', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['10 Columbus Cir', 'Fl 4', 'New York, NY 10019']}",+12128239335,(212) 823-9335,7028.746060156897
-Q8MYIWoE4EsGQtudIOY0w,bua-thai-ramen-and-robata-grill-new-york,Bua Thai Ramen & Robata Grill,https://s3-media3.fl.yelpcdn.com/bphoto/STPkeCnzxNZTax2QYGhe-g/o.jpg,False,https://www.yelp.com/biz/bua-thai-ramen-and-robata-grill-new-york?adjust_creative=iryTngAOjQL0oqYR7y1Gqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iryTngAOjQL0oqYR7y1Gqw,2603,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.5,"{'latitude': 40.7763615, 'longitude': -73.95308}","['pickup', 'restaurant_reservation', 'delivery']",$$,"{'address1': '1611 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1611 2nd Ave', 'New York, NY 10028']}",+12128797999,(212) 879-7999,8604.910580262833
DRitJoNGTkHXZvH_YpLIAw,marc-forgione-new-york-2,Marc Forgione,https://s3-media3.fl.yelpcdn.com/bphoto/f_rrhoaW8XBineAC9IsVMA/o.jpg,False,https://www.yelp.com/biz/marc-forgione-new-york-2?adjust_creative=iryTngAOjQL0oqYR7y1Gqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iryTngAOjQL0oqYR7y1Gqw,1022,"[{'alias': 'newamerican', 'title': 'New American'}]",4.5,"{'latitude': 40.71647, 'longitude': -74.0095599}","['pickup', 'delivery']",$$$,"{'address1': '134 Reade St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['134 Reade St', 'New York, NY 10013']}",+12129419401,(212) 941-9401,1775.8377525676901
A_YpTLbAlEqeLVSs9bxbEA,club-a-steakhouse-new-york,Club A Steakhouse,https://s3-media1.fl.yelpcdn.com/bphoto/KOAzq3JLOh-wxcAGV5_Bfw/o.jpg,False,https://www.yelp.com/biz/club-a-steakhouse-new-york?adjust_creative=iryTngAOjQL0oqYR7y1Gqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iryTngAOjQL0oqYR7y1Gqw,3375,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.5,"{'latitude': 40.76006, 'longitude': -73.96557}","['pickup', 'delivery']",$$$,"{'address1': '240 E 58th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['240 E 58th St', 'New York, NY 10022']}",+12126884190,(212) 688-4190,6525.903460021827
8XHbZIKDQbXhyKIGiukVeQ,boucherie-union-square-new-york-2,Boucherie Union Square,https://s3-media4.fl.yelpcdn.com/bphoto/WqE28syOIIYrYBrmJ_4g3g/o.jpg,False,https://www.yelp.com/biz/boucherie-union-square-new-york-2?adjust_creative=iryTngAOjQL0oqYR7y1Gqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iryTngAOjQL0oqYR7y1Gqw,1471,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.73725824850519, 'longitude': -73.9882252705524}","['pickup', 'delivery']",$$$,"{'address1': '225 Park Ave S', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['225 Park Ave S', 'New York, NY 10003']}",+12123530200,(212) 353-0200,3562.838956053007
liZmIO0FqZwslLJfLDkfgw,wayla-new-york,Wayla,https://s3-media2.fl.yelpcdn.com/bphoto/u17PWWBYzqe3p1uEPgKVuQ/o.jpg,False,https://www.yelp.com/biz/wayla-new-york?adjust_creative=iryTngAOjQL0oqYR7y1Gqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iryTngAOjQL0oqYR7y1Gqw,679,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 40.7183, 'longitude': -73.9926038}",['delivery'],$$$,"{'address1': '100 Forsyth St', 'address2': 'Basement', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['100 Forsyth St', 'Basement', 'New York, NY 10002']}",+12122062500,(212) 206-2500,1425.1367257566037
z5hRX3iJ5Ty_S38iG_WY3Q,tanner-smiths-new-york-2,Tanner Smiths,https://s3-media4.fl.yelpcdn.com/bphoto/aeWLxJZHEEr--whtdKPg1Q/o.jpg,False,https://www.yelp.com/biz/tanner-smiths-new-york-2?adjust_creative=iryTngAOjQL0oqYR7y1Gqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iryTngAOjQL0oqYR7y1Gqw,2069,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,"{'latitude': 40.76442, 'longitude': -73.98169}","['pickup', 'delivery']",$$,"{'address1': '204 W 55th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['204 W 55th St', 'New York, NY 10019']}",+16465902034,(646) 590-2034,6617.265271983386
__EvomQ2tE1NtkWn32WEXg,au-cheval-new-york-7,Au Cheval,https://s3-media3.fl.yelpcdn.com/bphoto/i3kwsfrNgtxP4L6nJE9lxQ/o.jpg,False,https://www.yelp.com/biz/au-cheval-new-york-7?adjust_creative=iryTngAOjQL0oqYR7y1Gqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iryTngAOjQL0oqYR7y1Gqw,929,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.71812171604106, 'longitude': -74.00196237391103}",[],$$$,"{'address1': '33 Cortlandt Aly', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['33 Cortlandt Aly', 'New York, NY 10013']}",+16463502429,(646) 350-2429,1541.6574236538356
-XYp6w50XbZfS90YddS5ew,soothr-new-york-2,Soothr,https://s3-media2.fl.yelpcdn.com/bphoto/HxjVE7K_dsQW0cXWKBgeSQ/o.jpg,False,https://www.yelp.com/biz/soothr-new-york-2?adjust_creative=iryTngAOjQL0oqYR7y1Gqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iryTngAOjQL0oqYR7y1Gqw,1203,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.732259, 'longitude': -73.987363}","['pickup', 'delivery']",$$,"{'address1': '204 E 13th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['204 E 13th St', 'New York, NY 10003']}",+12128449789,(212) 844-9789,3031.818788296325
